ProjectId,Benchmark (Y/N),ProjectedProjectStart,ProjectedDesignStart,ProjectedDesignCompletion,ProjectedConstructionStart,ProjectedConstructionCompletion,OrgProjectStart,OrgDesignStart,OrgDesignCompletion,OrgConstructionStart,OrgConstructionCompletion,ClientExtProjectStart,ClientExtOrgDesignStart,ClientExtOrgDesignCompletion,ClientExtOrgConstructionStart,ClientExtOrgConstructionCompletion,ActProjectStart,ActDesignStart,ActDesignCompletion,ActConstructionStart,ActConstructionCompletion,ClientExtBaseDesignCompletion,ClientExtBaseConstructionCompletion,DesignBaselineProjectStart,ConstructionBaselineProjectStart,DesignBaselineDesignStart,ConstructionBaselineDesignStart,OrgSchematicDesignCompletion,ProjectedSchematicDesignCompletion,ActSchematicDesignCompletion,DesignBaselineSchematicDesignCompletion,ConstructionBaselineSchematicDesignCompletion,OrgDesignDevelopmentCompletion,ProjectedDesignDevelopmentCompletion,ActDesignDevelopmentCompletion,DesignBaselineDesignDevelopmentCompletion,ConstructionBaselineDesignDevelopmentCompletion,DesignBaselineDesignCompletion,ConstructionBaselineDesignCompletion,DesignBaselineConstructionStart,ConstructionBaselineConstructionStart,DesignBaselineConstructionCompletion,ConstructionBaselineConstructionCompletion,OrgProjectCloseout,ProjectedProjectCloseout,ActProjectCloseout,DesignBaselineProjectCloseout,ConstructionBaselineProjectCloseout,CreatedDate,ModifiedDate
BED798,Y,2013-03-15 00:00:00.0000000 +00:00,2014-11-24 00:00:00.0000000 +00:00,2016-12-29 00:00:00.0000000 +00:00,2017-11-06 00:00:00.0000000 +00:00,2021-07-12 00:00:00.0000000 +00:00,2013-03-15 00:00:00.0000000 +00:00,2013-12-01 00:00:00.0000000 +00:00,2015-10-08 00:00:00.0000000 +00:00,2016-04-06 00:00:00.0000000 +00:00,2018-04-08 00:00:00.0000000 +00:00,2013-03-15 00:00:00.0000000 +00:00,2014-03-14 00:00:00.0000000 +00:00,2015-04-28 00:00:00.0000000 +00:00,2015-10-26 00:00:00.0000000 +00:00,2017-10-27 00:00:00.0000000 +00:00,2013-03-15 12:00:00.0000000 +00:00,2014-11-24 00:00:00.0000000 +00:00,2016-12-29 00:00:00.0000000 +00:00,,,2016-12-29 00:00:00.0000000 +00:00,2021-07-12 00:00:00.0000000 +00:00,2013-03-15 12:00:00.0000000 +00:00,2013-03-15 00:00:00.0000000 +00:00,2014-11-24 00:00:00.0000000 +00:00,2014-11-24 00:00:00.0000000 +00:00,2014-12-01 00:00:00.0000000 +00:00,2016-07-21 00:00:00.0000000 +00:00,2016-07-21 00:00:00.0000000 +00:00,2016-07-21 00:00:00.0000000 +00:00,2016-07-21 00:00:00.0000000 +00:00,,,,,,2016-12-29 00:00:00.0000000 +00:00,2016-12-29 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2021-07-12 00:00:00.0000000 +00:00,2021-07-12 00:00:00.0000000 +00:00,2024-04-09 00:00:00.0000000 +00:00,2024-07-11 00:00:00.0000000 +00:00,,2024-07-11 00:00:00.0000000 +00:00,2024-07-11 00:00:00.0000000 +00:00,,2017-09-01 10:56:48.3830923 -04:00
BED809,Y,2014-05-16 00:00:00.0000000 +00:00,2016-07-01 00:00:00.0000000 +00:00,2017-11-30 00:00:00.0000000 +00:00,2018-09-26 00:00:00.0000000 +00:00,2020-09-25 00:00:00.0000000 +00:00,2014-05-16 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2018-07-30 00:00:00.0000000 +00:00,2020-07-20 00:00:00.0000000 +00:00,,,,,,2014-05-16 00:00:00.0000000 +00:00,2016-07-01 00:00:00.0000000 +00:00,2017-11-29 00:00:00.0000000 +00:00,,,2018-03-28 00:00:00.0000000 +00:00,2020-09-25 00:00:00.0000000 +00:00,2014-05-16 00:00:00.0000000 +00:00,2014-05-16 00:00:00.0000000 +00:00,2016-07-01 00:00:00.0000000 +00:00,2016-07-01 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,,,,,,2017-11-30 00:00:00.0000000 +00:00,2017-11-30 00:00:00.0000000 +00:00,2018-09-26 00:00:00.0000000 +00:00,2018-09-26 00:00:00.0000000 +00:00,2020-09-25 00:00:00.0000000 +00:00,2020-09-25 00:00:00.0000000 +00:00,2023-09-15 00:00:00.0000000 +00:00,2023-09-24 00:00:00.0000000 +00:00,,2023-09-24 00:00:00.0000000 +00:00,2023-09-24 00:00:00.0000000 +00:00,,2017-11-29 14:21:26.5465906 -05:00
BED819,Y,2015-01-13 00:00:00.0000000 +00:00,2017-02-15 00:00:00.0000000 +00:00,2018-11-25 00:00:00.0000000 +00:00,2019-07-29 00:00:00.0000000 +00:00,2021-07-28 00:00:00.0000000 +00:00,2015-01-13 00:00:00.0000000 +00:00,2017-01-15 00:00:00.0000000 +00:00,2019-01-15 00:00:00.0000000 +00:00,2019-07-29 00:00:00.0000000 +00:00,2021-07-28 00:00:00.0000000 +00:00,,,,,,2015-01-13 00:00:00.0000000 +00:00,2017-02-15 00:00:00.0000000 +00:00,,,,2018-11-25 00:00:00.0000000 +00:00,2021-07-28 00:00:00.0000000 +00:00,2015-01-13 00:00:00.0000000 +00:00,2015-01-13 00:00:00.0000000 +00:00,2017-02-15 00:00:00.0000000 +00:00,2017-02-15 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2018-01-30 00:00:00.0000000 +00:00,,2018-01-30 00:00:00.0000000 +00:00,2018-01-30 00:00:00.0000000 +00:00,,,,,,2018-11-25 00:00:00.0000000 +00:00,2018-11-25 00:00:00.0000000 +00:00,2019-07-29 00:00:00.0000000 +00:00,2019-07-29 00:00:00.0000000 +00:00,2021-07-28 00:00:00.0000000 +00:00,2021-07-28 00:00:00.0000000 +00:00,2024-07-27 00:00:00.0000000 +00:00,2024-07-27 00:00:00.0000000 +00:00,,2024-07-27 00:00:00.0000000 +00:00,2024-07-27 00:00:00.0000000 +00:00,,2017-09-01 11:03:40.4389332 -04:00
BEDA001,Y,2014-07-17 00:00:00.0000000 +00:00,2014-07-18 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2017-10-16 00:00:00.0000000 +00:00,2014-07-17 00:00:00.0000000 +00:00,2014-07-18 00:00:00.0000000 +00:00,2015-01-10 00:00:00.0000000 +00:00,2015-08-31 00:00:00.0000000 +00:00,2016-08-31 00:00:00.0000000 +00:00,,,,,,2014-07-17 17:00:00.0000000 +00:00,2014-07-18 17:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-10-19 17:00:00.0000000 +00:00,2017-10-16 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2017-10-16 00:00:00.0000000 +00:00,2014-07-17 00:00:00.0000000 +00:00,2014-07-17 00:00:00.0000000 +00:00,2014-07-18 00:00:00.0000000 +00:00,2014-07-18 00:00:00.0000000 +00:00,2014-10-13 00:00:00.0000000 +00:00,2014-10-13 00:00:00.0000000 +00:00,2014-10-13 00:00:00.0000000 +00:00,2014-10-13 00:00:00.0000000 +00:00,2014-10-13 00:00:00.0000000 +00:00,,,,,,2015-01-09 00:00:00.0000000 +00:00,2015-01-09 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2017-10-16 00:00:00.0000000 +00:00,2017-10-16 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,,2020-10-15 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,,2017-10-16 08:15:25.8292261 -04:00
BEDA002,Y,2015-02-13 00:00:00.0000000 +00:00,2015-05-15 00:00:00.0000000 +00:00,2015-11-27 00:00:00.0000000 +00:00,2016-10-03 00:00:00.0000000 +00:00,2018-10-02 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2015-05-15 00:00:00.0000000 +00:00,2015-12-28 00:00:00.0000000 +00:00,2016-07-18 00:00:00.0000000 +00:00,2017-07-06 00:00:00.0000000 +00:00,,,,,,2015-02-13 17:00:00.0000000 +00:00,2015-05-15 17:00:00.0000000 +00:00,2015-11-27 00:00:00.0000000 +00:00,2016-10-03 17:00:00.0000000 +00:00,,2015-11-27 00:00:00.0000000 +00:00,2018-10-02 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2015-05-15 00:00:00.0000000 +00:00,2015-05-15 00:00:00.0000000 +00:00,2015-09-30 00:00:00.0000000 +00:00,2015-09-30 00:00:00.0000000 +00:00,2015-09-30 00:00:00.0000000 +00:00,2015-09-30 00:00:00.0000000 +00:00,2015-09-30 00:00:00.0000000 +00:00,,,,,,2015-11-27 00:00:00.0000000 +00:00,2015-11-27 00:00:00.0000000 +00:00,2016-10-03 00:00:00.0000000 +00:00,2016-10-03 00:00:00.0000000 +00:00,2018-10-02 00:00:00.0000000 +00:00,2018-10-02 00:00:00.0000000 +00:00,2020-10-01 00:00:00.0000000 +00:00,2021-10-01 00:00:00.0000000 +00:00,,2021-10-01 00:00:00.0000000 +00:00,2021-10-01 00:00:00.0000000 +00:00,,2017-08-30 14:28:02.3448548 -04:00
BEDA003,Y,2015-02-13 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2016-12-14 00:00:00.0000000 +00:00,2018-03-12 00:00:00.0000000 +00:00,2019-09-07 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2016-06-15 00:00:00.0000000 +00:00,2016-12-30 00:00:00.0000000 +00:00,2017-07-16 00:00:00.0000000 +00:00,2018-07-17 00:00:00.0000000 +00:00,,,,,,2015-02-13 00:00:00.0000000 +00:00,2016-07-05 18:00:00.0000000 +00:00,2016-12-14 00:00:00.0000000 +00:00,,,2016-12-14 00:00:00.0000000 +00:00,2019-09-07 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2015-02-13 00:00:00.0000000 +00:00,2016-07-05 18:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,,2016-09-30 00:00:00.0000000 +00:00,2016-09-30 00:00:00.0000000 +00:00,2016-09-30 00:00:00.0000000 +00:00,2016-09-30 00:00:00.0000000 +00:00,,,,,,2016-12-14 00:00:00.0000000 +00:00,2016-12-14 00:00:00.0000000 +00:00,2018-03-12 00:00:00.0000000 +00:00,2018-03-12 00:00:00.0000000 +00:00,2019-09-07 00:00:00.0000000 +00:00,2019-09-07 00:00:00.0000000 +00:00,2022-09-06 00:00:00.0000000 +00:00,2022-09-06 00:00:00.0000000 +00:00,,2022-09-06 00:00:00.0000000 +00:00,2022-09-06 00:00:00.0000000 +00:00,,2017-11-21 10:36:57.6321343 -05:00
C114NEWRI,Y,2010-10-25 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2017-06-01 00:00:00.0000000 +00:00,2017-10-30 00:00:00.0000000 +00:00,2021-04-11 00:00:00.0000000 +00:00,2010-10-25 00:00:00.0000000 +00:00,2011-09-16 00:00:00.0000000 +00:00,2013-12-14 00:00:00.0000000 +00:00,2014-05-14 00:00:00.0000000 +00:00,2017-10-24 00:00:00.0000000 +00:00,2010-10-25 00:00:00.0000000 +00:00,2011-12-15 00:00:00.0000000 +00:00,2016-09-10 00:00:00.0000000 +00:00,2017-02-08 00:00:00.0000000 +00:00,2020-07-21 00:00:00.0000000 +00:00,2010-10-25 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,,,,2020-05-20 00:00:00.0000000 +00:00,2021-04-11 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2019-10-24 00:00:00.0000000 +00:00,,,,,,2017-09-15 11:44:07.7724220 -04:00
C114NEWRIP1,Y,2013-04-29 00:00:00.0000000 +00:00,2013-04-30 00:00:00.0000000 +00:00,2013-09-18 00:00:00.0000000 +00:00,2014-07-29 00:00:00.0000000 +00:00,2015-02-23 00:00:00.0000000 +00:00,2013-04-29 00:00:00.0000000 +00:00,2013-04-30 00:00:00.0000000 +00:00,2013-09-18 00:00:00.0000000 +00:00,2014-07-29 00:00:00.0000000 +00:00,2015-02-23 00:00:00.0000000 +00:00,2013-04-29 00:00:00.0000000 +00:00,2013-04-30 00:00:00.0000000 +00:00,2013-09-18 00:00:00.0000000 +00:00,2014-07-29 00:00:00.0000000 +00:00,2015-02-23 00:00:00.0000000 +00:00,2013-04-29 00:00:00.0000000 +00:00,2013-04-30 00:00:00.0000000 +00:00,,2014-07-29 00:00:00.0000000 +00:00,2015-02-23 00:00:00.0000000 +00:00,,2015-02-23 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
C114NEWRIP2,Y,2014-07-02 00:00:00.0000000 +00:00,2014-07-03 00:00:00.0000000 +00:00,2015-03-06 00:00:00.0000000 +00:00,2015-08-12 00:00:00.0000000 +00:00,2017-06-30 17:00:00.0000000 +00:00,2014-07-02 00:00:00.0000000 +00:00,2014-07-03 00:00:00.0000000 +00:00,2015-03-06 00:00:00.0000000 +00:00,2015-07-24 00:00:00.0000000 +00:00,2016-08-14 00:00:00.0000000 +00:00,2014-07-02 00:00:00.0000000 +00:00,2014-07-03 00:00:00.0000000 +00:00,2015-03-06 00:00:00.0000000 +00:00,2015-08-12 00:00:00.0000000 +00:00,2016-09-02 00:00:00.0000000 +00:00,2014-07-02 00:00:00.0000000 +00:00,2014-07-03 00:00:00.0000000 +00:00,,2015-08-12 00:00:00.0000000 +00:00,,2015-03-06 00:00:00.0000000 +00:00,2017-08-12 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-08-14 00:00:00.0000000 +00:00,,,,,,
C75FCADEMDC,Y,2014-11-25 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2016-10-21 00:00:00.0000000 +00:00,2017-07-03 00:00:00.0000000 +00:00,2018-06-13 00:00:00.0000000 +00:00,2014-11-25 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2016-06-21 00:00:00.0000000 +00:00,2016-10-14 00:00:00.0000000 +00:00,2018-01-19 00:00:00.0000000 +00:00,2014-11-25 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,2016-06-21 00:00:00.0000000 +00:00,2016-10-14 00:00:00.0000000 +00:00,2018-01-19 00:00:00.0000000 +00:00,2014-11-25 00:00:00.0000000 +00:00,2015-10-19 00:00:00.0000000 +00:00,,,,2016-10-21 00:00:00.0000000 +00:00,2018-06-13 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-11-16 00:00:00.0000000 +00:00,2018-09-22 00:00:00.0000000 +00:00,,,,,
C75-FCADEMT,Y,2007-11-12 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2009-02-26 00:00:00.0000000 +00:00,2009-07-09 00:00:00.0000000 +00:00,2016-12-31 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2008-12-06 00:00:00.0000000 +00:00,2009-06-15 00:00:00.0000000 +00:00,2011-04-28 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2009-02-27 00:00:00.0000000 +00:00,2009-09-06 00:00:00.0000000 +00:00,2016-08-14 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,2007-11-12 00:00:00.0000000 +00:00,,2009-07-09 00:00:00.0000000 +00:00,,2009-02-27 00:00:00.0000000 +00:00,2016-06-16 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
C75FCADGRVC,Y,2010-06-07 00:00:00.0000000 +00:00,2011-04-12 00:00:00.0000000 +00:00,2012-07-20 00:00:00.0000000 +00:00,2013-08-12 00:00:00.0000000 +00:00,2015-11-28 00:00:00.0000000 +00:00,2010-06-07 00:00:00.0000000 +00:00,2010-11-23 00:00:00.0000000 +00:00,2012-05-29 00:00:00.0000000 +00:00,2012-09-26 00:00:00.0000000 +00:00,2013-11-26 00:00:00.0000000 +00:00,2010-06-07 00:00:00.0000000 +00:00,2011-04-12 00:00:00.0000000 +00:00,2012-07-20 00:00:00.0000000 +00:00,2013-08-21 00:00:00.0000000 +00:00,2015-08-10 00:00:00.0000000 +00:00,2010-06-07 00:00:00.0000000 +00:00,2011-04-12 00:00:00.0000000 +00:00,,2013-08-12 00:00:00.0000000 +00:00,2015-10-21 00:00:00.0000000 +00:00,2012-07-20 00:00:00.0000000 +00:00,2015-02-08 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
C75-FCADNIC,Y,2006-08-07 00:00:00.0000000 +00:00,2006-08-08 00:00:00.0000000 +00:00,2008-04-02 00:00:00.0000000 +00:00,2008-10-15 00:00:00.0000000 +00:00,2011-08-01 00:00:00.0000000 +00:00,2006-08-07 00:00:00.0000000 +00:00,2006-08-08 00:00:00.0000000 +00:00,2008-04-11 00:00:00.0000000 +00:00,2008-09-23 00:00:00.0000000 +00:00,2010-04-10 00:00:00.0000000 +00:00,2006-08-07 00:00:00.0000000 +00:00,2006-08-08 00:00:00.0000000 +00:00,2008-04-02 00:00:00.0000000 +00:00,2008-10-14 00:00:00.0000000 +00:00,2011-07-30 00:00:00.0000000 +00:00,2006-08-07 00:00:00.0000000 +00:00,2006-08-08 00:00:00.0000000 +00:00,,2008-10-15 00:00:00.0000000 +00:00,2011-08-01 00:00:00.0000000 +00:00,2008-04-02 00:00:00.0000000 +00:00,2011-07-31 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C3,Y,2012-07-13 00:00:00.0000000 +00:00,2012-12-14 00:00:00.0000000 +00:00,2013-11-04 00:00:00.0000000 +00:00,2014-05-09 00:00:00.0000000 +00:00,2015-07-27 00:00:00.0000000 +00:00,2012-07-13 00:00:00.0000000 +00:00,2012-10-12 00:00:00.0000000 +00:00,2013-08-07 00:00:00.0000000 +00:00,2013-12-06 00:00:00.0000000 +00:00,2014-12-05 00:00:00.0000000 +00:00,2012-07-13 00:00:00.0000000 +00:00,2012-11-26 00:00:00.0000000 +00:00,2013-11-13 00:00:00.0000000 +00:00,2014-02-21 00:00:00.0000000 +00:00,2015-09-16 00:00:00.0000000 +00:00,2012-07-13 00:00:00.0000000 +00:00,2012-12-14 00:00:00.0000000 +00:00,2013-11-04 00:00:00.0000000 +00:00,2014-05-09 00:00:00.0000000 +00:00,2015-07-27 00:00:00.0000000 +00:00,2013-11-04 00:00:00.0000000 +00:00,2015-06-25 00:00:00.0000000 +00:00,,2012-07-13 00:00:00.0000000 +00:00,,2012-12-14 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,,2013-01-15 00:00:00.0000000 +00:00,2013-05-10 00:00:00.0000000 +00:00,2013-05-10 00:00:00.0000000 +00:00,2013-05-10 00:00:00.0000000 +00:00,,2013-05-10 00:00:00.0000000 +00:00,,2013-11-04 00:00:00.0000000 +00:00,,2014-05-09 00:00:00.0000000 +00:00,,2015-07-27 00:00:00.0000000 +00:00,2017-01-10 00:00:00.0000000 +00:00,2017-01-10 00:00:00.0000000 +00:00,,,2017-01-10 00:00:00.0000000 +00:00,,
CC253B-1,Y,2014-04-07 00:00:00.0000000 +00:00,,,2014-07-28 00:00:00.0000000 +00:00,2015-06-30 00:00:00.0000000 +00:00,2014-04-07 00:00:00.0000000 +00:00,,,2014-07-28 00:00:00.0000000 +00:00,2015-06-30 00:00:00.0000000 +00:00,2014-04-07 00:00:00.0000000 +00:00,,,2014-07-28 00:00:00.0000000 +00:00,2015-06-30 00:00:00.0000000 +00:00,2014-04-07 00:00:00.0000000 +00:00,,,2014-07-28 00:00:00.0000000 +00:00,2015-06-25 00:00:00.0000000 +00:00,,2015-06-30 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-04-30 00:00:00.0000000 +00:00,2018-03-30 00:00:00.0000000 +00:00,,,,,
CITYHALLR,Y,2013-11-01 00:00:00.0000000 +00:00,,,2014-08-06 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,2013-11-01 00:00:00.0000000 +00:00,2013-12-01 00:00:00.0000000 +00:00,2014-02-01 00:00:00.0000000 +00:00,2014-07-08 00:00:00.0000000 +00:00,2015-03-06 00:00:00.0000000 +00:00,2013-11-01 00:00:00.0000000 +00:00,2013-12-01 00:00:00.0000000 +00:00,2014-02-01 00:00:00.0000000 +00:00,2014-07-08 00:00:00.0000000 +00:00,2015-06-01 00:00:00.0000000 +00:00,2013-11-01 00:00:00.0000000 +00:00,,,2014-08-06 00:00:00.0000000 +00:00,2015-06-29 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-04 15:25:48.8401909 -04:00
CJCREN,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMEHVAC,Y,2016-02-29 00:00:00.0000000 +00:00,2017-05-26 00:00:00.0000000 +00:00,2018-04-16 00:00:00.0000000 +00:00,2018-11-15 00:00:00.0000000 +00:00,2019-05-15 00:00:00.0000000 +00:00,2016-02-29 00:00:00.0000000 +00:00,2017-04-15 00:00:00.0000000 +00:00,2018-01-09 00:00:00.0000000 +00:00,2018-05-08 00:00:00.0000000 +00:00,2018-11-05 00:00:00.0000000 +00:00,,,,,,2016-02-29 17:00:00.0000000 +00:00,2017-05-26 00:00:00.0000000 +00:00,,,,2018-01-09 00:00:00.0000000 +00:00,,,,,,,2017-09-29 00:00:00.0000000 +00:00,2017-09-20 00:00:00.0000000 +00:00,,,,2017-12-15 00:00:00.0000000 +00:00,,,,,,,,,,2019-11-05 00:00:00.0000000 +00:00,2020-05-15 00:00:00.0000000 +00:00,,,,,2017-10-13 09:35:46.2664826 -04:00
CO272ELC2,Y,2014-11-14 17:00:00.0000000 +00:00,2015-01-15 17:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2018-03-15 00:00:00.0000000 +00:00,2019-12-24 00:00:00.0000000 +00:00,2014-11-14 00:00:00.0000000 +00:00,2015-01-05 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2018-03-15 00:00:00.0000000 +00:00,2019-12-24 00:00:00.0000000 +00:00,2015-01-05 00:00:00.0000000 +00:00,2015-01-05 00:00:00.0000000 +00:00,2016-09-30 00:00:00.0000000 +00:00,2017-03-18 00:00:00.0000000 +00:00,2019-05-03 00:00:00.0000000 +00:00,2014-11-14 17:00:00.0000000 +00:00,2015-01-15 17:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,,,2017-05-31 00:00:00.0000000 +00:00,,2014-11-14 00:00:00.0000000 +00:00,2014-11-14 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-11-25 00:00:00.0000000 +00:00,2015-11-25 00:00:00.0000000 +00:00,2015-11-25 00:00:00.0000000 +00:00,2015-11-25 00:00:00.0000000 +00:00,2015-11-16 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2016-07-05 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2018-03-15 00:00:00.0000000 +00:00,2018-03-15 00:00:00.0000000 +00:00,2019-12-24 00:00:00.0000000 +00:00,2019-12-24 00:00:00.0000000 +00:00,2020-02-18 00:00:00.0000000 +00:00,2020-02-18 00:00:00.0000000 +00:00,,2020-02-18 00:00:00.0000000 +00:00,2020-02-18 00:00:00.0000000 +00:00,,2017-10-11 13:57:05.6610526 -04:00
CO272ELV2,Y,2012-07-08 18:00:00.0000000 +00:00,2012-07-26 18:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,2019-04-01 00:00:00.0000000 +00:00,2012-07-08 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,2019-04-01 00:00:00.0000000 +00:00,2014-06-06 00:00:00.0000000 +00:00,2014-06-06 00:00:00.0000000 +00:00,2015-09-26 00:00:00.0000000 +00:00,2016-03-13 00:00:00.0000000 +00:00,2017-03-14 00:00:00.0000000 +00:00,2012-07-08 18:00:00.0000000 +00:00,2012-07-26 18:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,,2016-01-07 00:00:00.0000000 +00:00,2019-04-01 00:00:00.0000000 +00:00,2012-07-08 00:00:00.0000000 +00:00,2012-07-08 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2012-08-26 00:00:00.0000000 +00:00,2012-08-26 00:00:00.0000000 +00:00,2012-08-26 00:00:00.0000000 +00:00,2012-08-26 00:00:00.0000000 +00:00,2012-08-26 00:00:00.0000000 +00:00,2015-07-07 00:00:00.0000000 +00:00,2015-07-07 00:00:00.0000000 +00:00,2015-07-07 00:00:00.0000000 +00:00,2015-07-07 00:00:00.0000000 +00:00,2015-07-07 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,2019-04-01 00:00:00.0000000 +00:00,2019-04-01 00:00:00.0000000 +00:00,2020-04-01 00:00:00.0000000 +00:00,2020-04-01 00:00:00.0000000 +00:00,,2020-04-01 00:00:00.0000000 +00:00,2020-04-01 00:00:00.0000000 +00:00,,2017-09-26 14:03:51.4376621 -04:00
CO277ELV2,Y,2008-06-20 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2016-06-01 00:00:00.0000000 +00:00,2017-09-08 00:00:00.0000000 +00:00,2018-12-31 00:00:00.0000000 +00:00,2008-06-20 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2014-11-15 00:00:00.0000000 +00:00,2015-08-13 00:00:00.0000000 +00:00,2016-08-13 00:00:00.0000000 +00:00,2008-06-20 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2015-12-18 00:00:00.0000000 +00:00,2016-09-14 00:00:00.0000000 +00:00,2017-09-15 00:00:00.0000000 +00:00,2008-06-20 00:00:00.0000000 +00:00,2012-07-26 00:00:00.0000000 +00:00,2016-06-27 00:00:00.0000000 +00:00,2017-09-08 00:00:00.0000000 +00:00,,2017-07-04 00:00:00.0000000 +00:00,2019-01-31 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-08-13 00:00:00.0000000 +00:00,2019-01-31 00:00:00.0000000 +00:00,,,,,2017-09-13 10:35:02.1650192 -04:00
CO277FA,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-12 16:26:07.9652749 -04:00
